Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tre Richardson III","STL",85,340,311,64,47,15,0,2,33,28,22,0,73,6,1,0,8,8,5,0.205788,0.0647059,0.214706,0.30137,0.270588,0.273312,0.246686,0.5439,0.0675241,4.0903,0.261603,,-0.942712,21.8525,-18.3211,56.7208,-0.942712,0.9,-18.382966339588165,2.149265170097351,-0.503912,999,,,,,,,194.9,2.292941176,194.9,2.292941176,,,,,,,,,,,,,,,,,,,"Tre Richardson III","sa3022428",693832
"Connor Caskenette","MIA",61,238,210,44,34,9,1,0,18,17,23,0,60,3,2,0,8,5,3,0.209524,0.0966387,0.252101,0.383333,0.294118,0.261905,0.255986,0.556022,0.052381,4.26403,0.289474,,-0.624652,17.0939,-11.0276,59.6029,-0.624652,-5.2,-12.019840717315674,-0.8275718688964844,-0.504552,999,,,,,,,147.3,2.414754098,147.3,2.414754098,,,,,,,,,,,,,,,,,,,"Connor Caskenette","sa3025240",683353
"Josh Breaux","CHW",60,219,203,40,26,7,1,6,20,21,13,0,68,2,1,0,7,0,0,0.197044,0.0593607,0.310502,0.191176,0.251142,0.330049,0.255474,0.581191,0.133005,2.37956,0.261538,,-0.270669,15.6382,-10.2384,60.273,-0.270669,-6,-10.524897247552872,-1.9766311645507812,-0.507627,999,,,,,,,148.4,2.473333333,148.4,2.473333333,,,,,,,,,,,,,,,,,,,"Josh Breaux","sa3008051",677007
"Jeremy Rivas","STL",130,494,448,90,70,14,1,5,47,40,33,1,137,7,3,3,8,12,7,0.200893,0.0668016,0.277328,0.240876,0.264766,0.270089,0.241327,0.534855,0.0691964,4.55515,0.275081,,-1.1862,29.6013,-28.7686,53.0502,-1.1862,1.8,-28.674944639205933,7.245326280593872,-0.511468,999,,,,,,,272.5,2.096153846,272.5,2.096153846,,,,,,,,,,,,,,,,,,,"Jeremy Rivas","sa3015193",692405
"Jose Colmenares","PHI",101,389,351,66,39,16,2,9,39,44,28,1,121,6,2,2,7,7,5,0.188034,0.0719794,0.311054,0.231405,0.258398,0.321937,0.256357,0.580335,0.133903,5.04666,0.255605,,-1.12291,28.0565,-17.9069,62.2671,-1.12291,-1.4,-18.422778606414795,0.02930629253387451,-0.511616,999,,,,,,,262.3,2.597029702,262.3,2.597029702,,,,,,,,,,,,,,,,,,,"Jose Colmenares","sa3009309",683569
"Troy Schreffler Jr.",,65,218,199,38,27,5,2,4,26,21,13,0,80,3,2,1,5,6,2,0.190955,0.059633,0.366972,0.1625,0.248848,0.296482,0.242209,0.54533,0.105528,7.26004,0.290598,,0.0970934,13.2189,-12.5395,54.807,0.0970934,1.7,-11.579646311700344,-0.702998161315918,-0.514828,999,,,,,,,131.1,2.016923076,131.1,2.016923076,,,,,,,,,,,,,,,,,,,"Troy Schreffler Jr.","sa3019921",687285
"Jose Ramos","SFG",75,286,255,49,35,9,2,3,35,24,23,0,81,5,2,1,3,11,2,0.192157,0.0804196,0.283217,0.283951,0.270175,0.278431,0.248942,0.548607,0.0862745,7.26871,0.265896,,0.96506,18.9056,-14.8875,58.5115,0.96506,-2.5,-13.098275542259216,-1.4491475820541382,-0.515144,999,,,,,,,184.4,2.458666666,184.4,2.458666666,,,,,,,,,,,,,,,,,,,"Jose Ramos","sa3016541",692374
"Tucker Mitchell","TEX",67,246,229,43,31,7,1,4,19,21,11,0,81,5,1,0,7,2,0,0.187773,0.0447154,0.329268,0.135802,0.239837,0.279476,0.231991,0.519313,0.0917031,4.34557,0.268966,,0.0897213,12.876,-16.1907,45.7594,0.0897213,-2.4,-15.636786833405495,2.1194000244140625,-0.516454,999,,,,,,,127.2,1.898507462,127.2,1.898507462,,,,,,,,,,,,,,,,,,,"Tucker Mitchell","sa3017511",688367
"Tres Barrera","WSN",75,262,237,45,35,5,0,5,21,24,18,0,70,4,1,2,8,1,0,0.189873,0.0687023,0.267176,0.257143,0.257692,0.274262,0.241026,0.531954,0.0843882,2.43688,0.245399,,-0.176295,15.6354,-15.3219,50.7159,-0.176295,-3.1,-15.480194255709648,1.7133450508117676,-0.516952,999,,,,,,,144.4,1.925333333,144.4,1.925333333,,,,,,,,,,,,,,,,,,,"Tres Barrera","19977",668663
"Chase Adkison","STL",46,172,149,32,25,6,0,1,15,16,16,0,32,4,2,1,3,0,0,0.214765,0.0930233,0.186047,0.5,0.304094,0.275168,0.266445,0.579261,0.0604027,1.37956,0.262712,,-0.297075,13.8141,-6.509,70.2565,-0.297075,0,-6.360456556081772,-4.423868179321289,-0.518066,999,,,,,,,117,2.54347826,117,2.54347826,,,,,,,,,,,,,,,,,,,"Chase Adkison","sa3022433",801187
"TT Bowens","NYM",95,361,331,69,43,14,1,11,36,42,24,0,125,4,2,0,7,1,0,0.208459,0.066482,0.34626,0.192,0.268698,0.356495,0.274103,0.625194,0.148036,3.15789,0.294416,,-0.268719,31.238,-11.4169,74.8072,-0.268719,0.1,-10.98777025938034,-6.532128237187862,-0.520869,999,,,,,,,291,3.063157894,291,3.063157894,,,,,,,,,,,,,,,,,,,"TT Bowens","sa3015107",688449
"Tai Peete","STL",130,555,517,109,71,23,5,10,52,52,33,1,199,1,3,1,5,19,8,0.210832,0.0594595,0.358559,0.165829,0.258123,0.332689,0.25785,0.590811,0.121857,6.43579,0.318328,,-0.162713,40.7018,-24.8758,64.3687,-0.162713,-2,-23.6005921959877,0.03924155235290527,-0.521991,999,,,,,,,398.3,3.063846153,398.3,3.063846153,,,,,,,,,,,,,,,,,,,"Tai Peete","sa3022966",806191
"Jalen Battles",,71,258,238,47,38,6,1,2,27,20,13,0,82,4,1,2,6,3,3,0.197479,0.0503876,0.317829,0.158537,0.25,0.256303,0.228831,0.506303,0.0588235,4.67464,0.290323,,-0.991644,12.8421,-17.6426,41.2947,-0.991644,3.9,-18.842947125434875,4.847971856594086,-0.523047,999,,,,,,,115.4,1.625352112,115.4,1.625352112,,,,,,,,,,,,,,,,,,,"Jalen Battles","sa3020205",689216
"Anthony Stephan","CIN",95,381,341,73,47,18,1,7,36,42,28,0,100,8,2,2,1,4,1,0.214076,0.0734908,0.262467,0.28,0.287599,0.334311,0.277029,0.62191,0.120235,4.10132,0.279661,,-0.157456,33.8738,-11.1443,70.4786,-0.157456,-0.1,-13.48827351629734,-4.299735642969608,-0.523417,999,,,,,,,304.3,3.203157894,304.3,3.203157894,,,,,,,,,,,,,,,,,,,"Anthony Stephan","sa3043041",803174
"Tucker Toman","TOR",108,445,407,82,58,19,1,4,48,42,27,0,140,8,3,0,11,2,0,0.201474,0.0606742,0.314607,0.192857,0.262921,0.282555,0.245278,0.545477,0.0810811,3.97931,0.293233,,-0.213956,28.0923,-24.4879,54.11,-0.213956,2.2,-24.282526805996895,3.835067629814148,-0.524502,999,,,,,,,259.4,2.401851851,259.4,2.401851851,,,,,,,,,,,,,,,,,,,"Tucker Toman","sa3020132",702283
"Andrew Miller",,57,208,190,32,23,5,0,4,21,18,14,0,87,2,2,0,2,1,0,0.168421,0.0673077,0.418269,0.16092,0.230769,0.257895,0.220336,0.488664,0.0894737,3.46855,0.277228,,-0.0574653,8.91883,-15.658,42.8568,-0.0574653,-2.1,-14.066251501441002,1.7212817668914795,-0.530357,999,,,,,,,91.2,1.6,91.2,1.6,,,,,,,,,,,,,,,,,,,"Andrew Miller","sa3018912",685460
"Zach Evans","SDP",126,546,508,112,90,17,1,4,46,42,29,0,139,4,3,2,10,7,2,0.220472,0.0531136,0.254579,0.208633,0.266544,0.281496,0.245176,0.54804,0.0610236,3.93849,0.293478,,-0.231041,34.4231,-30.091,57.277,-0.231041,2.5,-27.87808571755886,4.5061728954315186,-0.533236,999,,,,,,,318.5,2.527777777,318.5,2.527777777,,,,,,,,,,,,,,,,,,,"Zach Evans","sa3066361",828473
"Luke Mann","ATH",124,506,455,85,52,18,3,12,46,53,38,1,179,8,5,0,5,5,1,0.186813,0.0750988,0.353755,0.21229,0.258893,0.318681,0.255416,0.577575,0.131868,4.87453,0.271375,,-0.0498797,36.1084,-23.6794,57.6711,-0.0498797,0.8,-25.29398602247238,2.6592004895210266,-0.533418,999,,,,,,,347.8,2.804838709,347.8,2.804838709,,,,,,,,,,,,,,,,,,,"Luke Mann","sa3022529",680996
"Aaron Sabato","MIN",104,417,378,79,48,18,1,12,36,46,32,0,144,5,2,0,10,2,1,0.208995,0.0767386,0.345324,0.222222,0.278177,0.357143,0.279766,0.63532,0.148148,2.9287,0.299107,,-0.57066,38.0012,-11.2706,76.5061,-0.57066,0.2,-12.117532730102539,-7.4609349220991135,-0.534224,999,,,,,,,347.1,3.3375,347.1,3.3375,,,,,,,,,,,,,,,,,,,"Aaron Sabato","sa3014494",693306
"Yuli Gurriel","SDP",92,334,305,69,46,16,1,6,30,33,25,1,57,2,2,0,9,4,0,0.22623,0.0748503,0.170659,0.438596,0.287425,0.344262,0.277689,0.631687,0.118033,4.26737,0.258197,,0.324679,29.8743,-9.59038,79.5498,0.324679,0,-7.770702302455902,-8.590535163879395,-0.537379,999,,,,,,,278.5,3.027173913,278.5,3.027173913,,,,,,,,,,,,,,,,,,,"Yuli Gurriel","19198",493329
"Douglas Hodo III","BAL",112,418,370,71,48,16,1,6,41,38,39,0,142,7,1,1,2,17,6,0.191892,0.0933014,0.339713,0.274648,0.280576,0.289189,0.259519,0.569765,0.0972973,5.48869,0.29148,,0.322339,31.2209,-18.169,64.7608,0.322339,2,-17.0386823117733,-2.607583999633789,-0.537639,999,,,,,,,289.6,2.585714285,289.6,2.585714285,,,,,,,,,,,,,,,,,,,"Douglas Hodo III","sa3020614",683233
"David Calabrese","LAA",115,441,399,76,52,13,1,10,41,44,32,0,127,3,0,7,3,8,5,0.190476,0.0725624,0.287982,0.251969,0.25576,0.303258,0.2498,0.559018,0.112782,4.0691,0.251908,,-1.02193,29.4589,-22.6486,55.4433,-1.02193,8.6,-24.18115770816803,3.738889217376709,-0.538061,999,,,,,,,270.2,2.349565217,270.2,2.349565217,,,,,,,,,,,,,,,,,,,"David Calabrese","sa3014507",683341
"Kyle Datres",,78,300,264,53,39,9,0,5,28,28,29,0,93,5,2,0,6,7,3,0.200758,0.0966667,0.31,0.311828,0.29,0.291667,0.265109,0.581667,0.0909091,3.75961,0.285714,,-0.310474,23.7691,-11.6782,68.3523,-0.310474,1.4,-11.500628232955933,-4.111463665962219,-0.540551,999,,,,,,,212.8,2.728205128,212.8,2.728205128,,,,,,,,,,,,,,,,,,,"Kyle Datres","sa3008029",663979
"Devin Saltiban","PHI",90,383,352,66,42,11,2,11,45,44,21,0,130,8,2,0,4,11,3,0.1875,0.0548303,0.339426,0.161538,0.248042,0.323864,0.252512,0.571905,0.136364,6.60117,0.258216,,0.502729,26.4279,-18.8265,56.9534,0.502729,-0.4,-19.03761315345764,1.007260411977768,-0.541406,999,,,,,,,263.8,2.931111111,263.8,2.931111111,,,,,,,,,,,,,,,,,,,"Devin Saltiban","sa3022827",813880
"Will Verdung","ATL",82,331,298,65,54,9,2,0,28,23,28,1,72,2,3,0,7,3,3,0.218121,0.0845921,0.217523,0.388889,0.287009,0.261745,0.249094,0.548754,0.0436242,3.83294,0.283843,,-1.17649,21.9212,-17.189,55.7516,-1.17649,8.3,-18.53531277179718,2.2190184593200684,-0.542989,999,,,,,,,190.8,2.326829268,190.8,2.326829268,,,,,,,,,,,,,,,,,,,"Will Verdung","sa3022512",815299
"Elijah Green","WSN",96,399,370,67,43,11,2,11,51,41,26,0,196,3,0,0,7,11,1,0.181081,0.0651629,0.491228,0.132653,0.240602,0.310811,0.244212,0.551412,0.12973,7.3144,0.343558,,1.31516,24.8431,-22.3018,52.8981,1.31516,0.9,-20.959208011627197,2.3660494089126587,-0.544541,999,,,,,,,257,2.677083333,257,2.677083333,,,,,,,,,,,,,,,,,,,"Elijah Green","sa3020210",701327
"Manuel Palencia","NYY",62,240,229,52,41,9,1,1,22,18,8,0,48,1,1,1,10,1,1,0.227074,0.0333333,0.2,0.166667,0.25523,0.28821,0.239841,0.54344,0.0611354,3.36278,0.281768,,-0.539601,14.0915,-14.2664,50.8893,-0.539601,-3.6,-14.431448638439178,0.809171199798584,-0.548321,999,,,,,,,129.5,2.088709677,129.5,2.088709677,,,,,,,,,,,,,,,,,,,"Manuel Palencia","sa3015659",692633
"Tyler Tolve","ATL",63,246,229,44,27,9,1,7,23,25,12,0,109,3,2,0,3,1,0,0.19214,0.0487805,0.443089,0.110092,0.239837,0.331878,0.249606,0.571715,0.139738,4.11884,0.321739,,-0.0772703,16.3943,-12.6725,56.1026,-0.0772703,-5.2,-12.876028835773468,-0.6805996894836426,-0.54989,999,,,,,,,161.9,2.569841269,161.9,2.569841269,,,,,,,,,,,,,,,,,,,"Tyler Tolve","sa3016960",681172
"Kasen Wells","SDP",90,399,364,80,65,12,1,2,49,32,29,0,95,4,1,1,2,16,4,0.21978,0.0726817,0.238095,0.305263,0.28392,0.274725,0.253721,0.558645,0.0549451,5.91707,0.291045,,0.914967,27.9237,-19.2212,63.131,0.914967,-3.6,-16.52027690410614,-2.1339504718780518,-0.550789,999,,,,,,,261.5,2.905555555,261.5,2.905555555,,,,,,,,,,,,,,,,,,,"Kasen Wells","sa3044992",703673
"Dasan Brown","MIL",109,397,355,66,47,12,2,5,45,38,29,0,139,9,1,3,4,21,4,0.185915,0.0730479,0.350126,0.208633,0.263959,0.273239,0.244685,0.537199,0.0873239,7.32958,0.287736,,2.00079,24.8711,-22.0375,53.9568,2.00079,-0.4,-19.663792848587036,1.0587007701396942,-0.552568,999,,,,,,,250.5,2.298165137,250.5,2.298165137,,,,,,,,,,,,,,,,,,,"Dasan Brown","sa3011717",672018
"Diego Cartaya",,86,355,318,57,37,11,0,9,35,35,28,1,126,7,2,0,9,0,0,0.179245,0.0788732,0.35493,0.222222,0.259155,0.298742,0.249952,0.557897,0.119497,1.65602,0.259459,,-0.468719,23.758,-18.188,59.2036,-0.468719,-6.1,-17.633736968040466,0.42189884185791016,-0.552944,999,,,,,,,222.7,2.589534883,222.7,2.589534883,,,,,,,,,,,,,,,,,,,"Diego Cartaya","sa3008742",682616
"Andy Yerzy","STL",58,215,194,36,25,6,1,4,16,18,18,0,71,2,1,0,4,1,1,0.185567,0.0837209,0.330233,0.253521,0.260465,0.28866,0.247429,0.549125,0.103093,3.19653,0.266667,,-0.506593,13.9482,-11.4557,57.2297,-0.506593,-5.1,-11.40530675649643,-1.1501173973083496,-0.552946,999,,,,,,,127.4,2.196551724,127.4,2.196551724,,,,,,,,,,,,,,,,,,,"Andy Yerzy","sa917939",647378
"Kodey Shojinaga","PHI",86,340,304,60,48,10,1,1,29,24,31,0,66,4,1,0,8,0,1,0.197368,0.0911765,0.194118,0.469697,0.279412,0.246711,0.243594,0.526122,0.0493421,2.47126,0.247899,,-0.957456,20.999,-19.1746,50.8444,-0.957456,-2.2,-20.765718162059784,4.046325445175171,-0.553605,999,,,,,,,178.3,2.073255813,178.3,2.073255813,,,,,,,,,,,,,,,,,,,"Kodey Shojinaga","sa3025412",809975
"Luis Verdugo","SDP",95,361,331,65,47,14,0,4,28,27,23,0,100,2,3,2,9,2,2,0.196375,0.0637119,0.277008,0.23,0.250696,0.274924,0.235371,0.525621,0.0785498,2.33127,0.265217,,-0.894355,19.886,-22.7689,50.5608,-0.894355,3.3,-22.04738938808441,4.626425623893738,-0.553923,999,,,,,,,184.4,1.941052631,184.4,1.941052631,,,,,,,,,,,,,,,,,,,"Luis Verdugo","sa3006888",677605
"Anthony Sherwin",,61,225,201,33,26,4,0,3,13,16,21,0,112,2,1,0,2,2,2,0.164179,0.0933333,0.497778,0.1875,0.248889,0.228856,0.222348,0.477745,0.0646766,2.00087,0.344828,,-0.742517,10.0153,-16.5702,38.2866,-0.742517,3.1,-17.1082221865654,3.9267194867134094,-0.556062,999,,,,,,,90.8,1.48852459,90.8,1.48852459,,,,,,,,,,,,,,,,,,,"Anthony Sherwin","sa3022575",815448
"Nick Cimillo","PIT",113,430,392,83,42,24,3,14,39,54,30,0,112,5,2,1,10,3,2,0.211735,0.0697674,0.260465,0.267857,0.275058,0.395408,0.290769,0.670466,0.183673,3.96515,0.257463,,-0.727364,43.0274,-7.78037,82.888,-0.727364,-2.4,-9.448298454284668,-10.29976511001587,-0.557211,999,,,,,,,396.2,3.50619469,396.2,3.50619469,,,,,,,,,,,,,,,,,,,"Nick Cimillo","sa3020129",701177
"Danyer Cueva",,47,169,159,32,23,8,0,1,20,13,6,0,50,1,2,1,2,3,0,0.201258,0.035503,0.295858,0.12,0.232143,0.27044,0.221543,0.502583,0.0691824,5.5156,0.281818,,0.40195,7.41213,-12.5565,38.562,0.40195,-1.3,-11.835648655891418,0.5628747940063477,-0.558037,999,,,,,,,79.5,1.691489361,79.5,1.691489361,,,,,,,,,,,,,,,,,,,"Danyer Cueva","sa3015725",694227
"Josh Caron","SEA",80,330,307,52,38,7,2,5,28,27,17,0,120,4,2,0,3,6,1,0.169381,0.0515152,0.363636,0.141667,0.221212,0.254072,0.213016,0.475284,0.0846906,5.92056,0.255435,,0.400984,12.1887,-26.8034,37.814,0.400984,0.9,-23.785867601633072,6.962610125541687,-0.558793,999,,,,,,,134.5,1.68125,134.5,1.68125,,,,,,,,,,,,,,,,,,,"Josh Caron","sa3025435",701805
"Trey Paige","STL",98,386,349,71,50,13,5,3,42,33,30,0,125,2,2,3,5,4,2,0.203438,0.0777202,0.323834,0.24,0.26893,0.295129,0.252269,0.564058,0.0916905,6.16323,0.304933,,-0.560372,26.5588,-19.0501,60.5455,-0.560372,7.4,-18.61039024591446,0.30858325958251953,-0.55897,999,,,,,,,241,2.459183673,241,2.459183673,,,,,,,,,,,,,,,,,,,"Trey Paige","sa3022440",813852
"Caden Connor","CHW",130,515,463,108,82,18,1,7,51,50,41,0,101,3,5,3,12,5,2,0.233261,0.0796117,0.196117,0.405941,0.296875,0.321814,0.275891,0.618689,0.0885529,3.57521,0.280556,,-0.650846,45.3117,-15.5396,74.3374,-0.650846,-1.3,-16.22771555185318,-6.9768078327178955,-0.560007,999,,,,,,,401.4,3.087692307,401.4,3.087692307,,,,,,,,,,,,,,,,,,,"Caden Connor","sa3022755",804645
"Adam Zebrowski","ATL",94,380,349,69,48,12,1,8,31,36,25,0,129,4,2,0,8,2,1,0.197708,0.0657895,0.339474,0.193798,0.257895,0.30659,0.251154,0.564485,0.108883,3.14383,0.285047,,-0.517846,25.802,-19.0979,57.1629,-0.517846,-5.3,-19.81078064441681,1.6811871528625488,-0.561768,999,,,,,,,241.1,2.564893617,241.1,2.564893617,,,,,,,,,,,,,,,,,,,"Adam Zebrowski","sa3017221",700845
"Ronald Rosario","BOS",98,403,371,76,54,14,1,7,33,38,24,0,106,4,2,2,13,2,1,0.204852,0.0595534,0.263027,0.226415,0.259352,0.304582,0.250643,0.563934,0.0997305,2.92931,0.265385,,-0.550855,27.1965,-20.421,53.0064,-0.550855,-3.9,-22.871983468532562,3.5037331581115723,-0.562032,999,,,,,,,251.7,2.568367346,251.7,2.568367346,,,,,,,,,,,,,,,,,,,"Ronald Rosario","sa3015525",691385
"Kevin Kilpatrick Jr.","ATL",116,459,419,88,67,15,3,3,52,37,31,0,133,6,3,0,8,18,6,0.210024,0.0675381,0.28976,0.233083,0.272331,0.281623,0.249533,0.553954,0.071599,6.73931,0.297203,,0.456322,30.5618,-23.6725,56.0521,0.456322,1,-23.451766669750214,2.6865079402923584,-0.562598,999,,,,,,,291,2.508620689,291,2.508620689,,,,,,,,,,,,,,,,,,,"Kevin Kilpatrick Jr.","sa3019891",687201
"Brady Allen",,106,417,377,76,48,18,2,8,41,45,32,0,139,5,3,0,9,3,2,0.201592,0.0767386,0.333333,0.230216,0.270983,0.323607,0.264022,0.594591,0.122016,4.15765,0.291846,,-0.780177,32.6709,-16.6008,66.168,-0.780177,-4,-17.408037960529327,-2.467813014984131,-0.564651,999,,,,,,,298.5,2.816037735,298.5,2.816037735,,,,,,,,,,,,,,,,,,,"Brady Allen","sa3018098",680918
"Nate Baez","BOS",94,372,334,79,53,16,3,7,41,44,29,0,93,6,3,0,6,1,0,0.236527,0.077957,0.25,0.311828,0.306452,0.365269,0.296237,0.671721,0.128743,4.05126,0.303797,,-0.380947,38.8752,-5.07943,84.4146,-0.380947,-4.3,-7.21431565284729,-11.134215354919434,-0.566901,999,,,,,,,344.6,3.665957446,344.6,3.665957446,,,,,,,,,,,,,,,,,,,"Nate Baez","sa3020272",686960
"Ryan Johnson",,73,279,256,46,30,10,0,6,26,28,16,0,137,6,1,0,4,3,1,0.179688,0.0573477,0.491039,0.116788,0.243728,0.289062,0.238757,0.53279,0.109375,3.68925,0.350877,,-0.152804,16.136,-16.83,49.5901,-0.152804,-1.5,-16.729287147521973,1.5753967761993408,-0.567645,999,,,,,,,155.9,2.135616438,155.9,2.135616438,,,,,,,,,,,,,,,,,,,"Ryan Johnson","sa3022569",802459
"Jared Dickey","ATH",120,500,445,104,76,19,3,6,48,49,42,0,96,7,6,0,11,4,3,0.233708,0.084,0.192,0.4375,0.306,0.330337,0.283851,0.636337,0.0966292,3.90233,0.280802,,-1.25376,47.2235,-11.8553,77.259,-1.25376,-2.6,-14.655229568481445,-8.11146354675293,-0.568049,999,,,,,,,412.2,3.435,412.2,3.435,,,,,,,,,,,,,,,,,,,"Jared Dickey","sa3022688",801406
"Aaron Bracho",,85,340,312,61,40,11,1,9,30,39,22,0,93,3,3,0,4,3,2,0.195513,0.0647059,0.273529,0.236559,0.252941,0.323718,0.254024,0.576659,0.128205,3.53368,0.244131,,-0.648143,23.8781,-16.2955,60.1086,-0.648143,-1.4,-16.723182380199432,-0.1507347822189331,-0.569414,999,,,,,,,226.9,2.669411764,226.9,2.669411764,,,,,,,,,,,,,,,,,,,"Aaron Bracho","sa3010018",677570
"Johnny Ascanio","CIN",97,349,299,62,49,8,1,4,31,28,28,0,75,6,3,13,4,3,2,0.207358,0.0802292,0.2149,0.373333,0.285714,0.280936,0.257985,0.566651,0.0735786,3.61258,0.26009,,-0.766974,25.6325,-15.6045,57.4328,-0.766974,-0.1,-18.37435734272003,1.1823339685797691,-0.571334,999,,,,,,,216.8,2.235051546,216.8,2.235051546,,,,,,,,,,,,,,,,,,,"Johnny Ascanio","sa3015526",691392
"Seth Beer",,88,362,322,69,48,12,1,8,33,45,25,1,96,12,3,0,8,0,0,0.214286,0.0690608,0.265193,0.260417,0.292818,0.332298,0.278464,0.625116,0.118012,2.08472,0.276018,,-0.554541,32.6063,-10.1668,74.7312,-0.554541,0.4,-11.395995140075684,-6.250499814748764,-0.573594,999,,,,,,,291.1,3.307954545,291.1,3.307954545,,,,,,,,,,,,,,,,,,,"Seth Beer","20493",666179
"Wilfred Veras","CHW",125,520,485,107,72,20,2,13,50,58,27,1,171,4,4,0,14,11,6,0.220619,0.0519231,0.328846,0.157895,0.265385,0.350515,0.268005,0.6159,0.129897,4.71409,0.308197,,-0.930475,42.4222,-19.0198,68.9051,-0.930475,2.2,-19.987954556941986,-3.5319225788116455,-0.574659,999,,,,,,,402.9,3.2232,402.9,3.2232,,,,,,,,,,,,,,,,,,,"Wilfred Veras","sa3015178",691442
"Colin Davis","SEA",67,248,226,39,26,8,0,5,22,25,16,0,80,4,1,1,6,4,1,0.172566,0.0645161,0.322581,0.2,0.238866,0.274336,0.231166,0.513203,0.10177,4.05152,0.239437,,0.0868057,12.8144,-16.4887,50.3165,0.0868057,3,-14.435516029596329,0.2663140296936035,-0.576098,999,,,,,,,127.4,1.901492537,127.4,1.901492537,,,,,,,,,,,,,,,,,,,"Colin Davis","sa3016806",695342
"Nick Biddison","PHI",72,283,251,49,35,7,2,5,27,29,21,0,99,9,1,1,2,7,2,0.195219,0.0742049,0.349823,0.212121,0.280142,0.298805,0.262502,0.578947,0.103586,6.09241,0.297297,,0.151857,21.823,-11.6156,63.7967,0.151857,-4.1,-11.991206049919128,-3.0601704120635986,-0.576913,999,,,,,,,199.8,2.775,199.8,2.775,,,,,,,,,,,,,,,,,,,"Nick Biddison","sa3019888",680994
"Reivaj Garcia",,102,413,385,91,74,14,2,1,41,32,18,1,82,2,3,5,8,6,2,0.236364,0.0435835,0.198547,0.219512,0.272059,0.290909,0.248725,0.562968,0.0545455,4.88886,0.295082,,-0.23299,27.2282,-21.571,57.762,-0.23299,0,-20.90808303654194,1.5174896717071533,-0.578488,999,,,,,,,251.8,2.46862745,251.8,2.46862745,,,,,,,,,,,,,,,,,,,"Reivaj Garcia","sa3006900",678706
"Yoyner Fajardo",,94,371,340,76,61,11,2,2,38,31,25,0,87,3,1,2,4,14,8,0.223529,0.0673854,0.234501,0.287356,0.281843,0.285294,0.255544,0.567137,0.0617647,5.4651,0.293651,,-1.06369,26.5132,-17.3233,67.1099,-1.06369,1.1,-15.4454185962677,-2.9895061254501343,-0.579262,999,,,,,,,235.9,2.509574468,235.9,2.509574468,,,,,,,,,,,,,,,,,,,"Yoyner Fajardo","sa3005938",679938
"Matt Higgins",,74,298,269,59,40,12,1,6,32,33,22,0,77,5,2,0,4,3,1,0.219331,0.0738255,0.258389,0.285714,0.288591,0.33829,0.278363,0.626881,0.118959,4.20149,0.281915,,-0.25183,26.8174,-8.39355,74.6626,-0.25183,-0.9,-9.200790762901306,-6.374720931053162,-0.579495,999,,,,,,,242.2,3.272972972,242.2,3.272972972,,,,,,,,,,,,,,,,,,,"Matt Higgins","sa3020128",696487
"Marcus Brown","WSN",97,367,336,66,48,13,2,3,36,31,18,0,85,6,2,5,7,6,2,0.196429,0.0490463,0.231608,0.211765,0.248619,0.27381,0.233956,0.522428,0.077381,5.60442,0.252,,-0.0943552,19.7948,-23.5691,45.8726,-0.0943552,4.4,-23.63821466267109,5.748471617698669,-0.581467,999,,,,,,,188.7,1.945360824,188.7,1.945360824,,,,,,,,,,,,,,,,,,,"Marcus Brown","sa3022676",694939
"Jeffrey Mercedes","CLE",90,343,316,65,47,13,2,3,23,28,20,0,84,3,4,0,5,3,1,0.205696,0.058309,0.244898,0.238095,0.25656,0.287975,0.242058,0.544534,0.0822785,3.96829,0.266094,,-0.271635,20.7565,-19.7716,52.4728,-0.271635,0.7,-19.485240399837494,1.9602881073951721,-0.584792,999,,,,,,,197.2,2.191111111,197.2,2.191111111,,,,,,,,,,,,,,,,,,,"Jeffrey Mercedes","sa3018942",800253
"Je'Von Ward","TOR",101,391,343,68,43,15,2,8,50,37,44,1,127,1,3,0,4,4,2,0.198251,0.112532,0.324808,0.346457,0.289003,0.323615,0.273453,0.612618,0.125364,4.9061,0.28436,,-0.59338,33.6279,-12.5718,73.5192,-0.59338,-2.1,-12.796762824058533,-6.409964561462402,-0.587777,999,,,,,,,304.9,3.018811881,304.9,3.018811881,,,,,,,,,,,,,,,,,,,"Je'Von Ward","sa3004969",669219
"Carlos Colmenarez","TBR",91,343,302,55,41,7,2,5,32,31,30,0,133,7,1,3,1,2,3,0.182119,0.0874636,0.387755,0.225564,0.270588,0.268212,0.247349,0.5388,0.0860927,3.99564,0.30303,,-1.34348,22.2302,-18.2979,54.0513,-1.34348,1.1,-19.9189430475235,2.360288143157959,-0.58824,999,,,,,,,191.1,2.1,191.1,2.1,,,,,,,,,,,,,,,,,,,"Carlos Colmenarez","sa3017480",694181
